,EFINVA,EFSIZE,EFMJIE
1996,0,1,1
1997,0,1,1
1998,400,2,2
1999,400,2,1
2000,0,5,1
2001,0,5,2
2002,0,5,2
2005,25,1,1
2006,0,5,1
2007,0,5,2
2008,0,5,2
2009,0,5,2
2011,450,2,2
2012,450,2,1
2013,0,2,1
2014,0,2,2
2015,0,1,1
2016,150,3,2
2017,150,3,1
2019,55000,2,1
2020,55000,2,2
2021,0,4,1
2025,0,1,1
2026,2600,2,2
2027,2600,2,1
2028,0,2,1
2029,0,2,2
2030,0,2,2
2031,0,2,1
2032,0,4,2
2033,0,4,1
2036,0,3,1
2038,0,3,2
2039,25,1,1
2040,0,3,1
2041,0,3,2
2043,50000,3,2
2044,50000,3,1
2046,0,2,2
2047,0,2,1
2048,0,5,1
2049,0,5,2
2053,0,2,2
2054,0,2,1
2055,19750,4,1
2056,19750,4,2
2059,0,2,2
2060,0,2,1
2061,0,2,1
2062,0,2,2
2063,12600,2,1
2064,12600,2,2
2065,4400,4,2
2066,4400,4,1
2067,4400,4,2
2069,3750,2,1
2070,3750,2,2
2071,55500,2,1
2072,55500,2,2
2073,20000,1,1
2074,0,2,1
2075,0,2,2
2076,50,4,2
2077,50,4,1
2080,0,1,1
2081,775,1,1
2082,0,1,1
2083,0,2,1
2084,0,2,2
2085,0,2,1
2086,0,2,2
2087,50050,3,2
2088,50050,3,1
2090,25,1,1
2091,0,2,1
2092,0,2,2
2093,0,2,2
2094,0,2,1
2095,75000,1,1
2096,0,2,2
2097,0,2,1
2098,0,5,1
2099,0,5,2
2103,0,3,2
2104,0,3,2
2105,0,3,1
2106,0,2,1
2107,0,2,2
2108,1400,1,1
2109,4550,2,2
2110,4550,2,1
2111,0,2,2
2112,0,2,1
2113,0,3,1
2116,900,1,1
2117,1050,3,1
2118,1050,3,2
2119,1050,3,2
2120,0,2,1
2121,0,1,1
2122,0,2,2
2123,4200,1,1
2124,0,1,1
2125,0,3,1
2126,0,3,2
2127,0,3,2
2128,0,1,1
2129,0,1,1
2130,0,1,1
2131,0,1,1
2132,375,5,1
2133,375,5,2
2134,375,5,2
2137,0,1,1
2138,0,2,2
2139,0,2,1
2140,0,3,1
2143,0,2,2
2144,0,2,1
2145,0,2,2
2146,0,2,1
2147,75,1,1
2148,6500,2,1
2149,6500,2,2
2150,9350,2,1
2151,9350,2,2
2152,0,3,2
2153,0,3,1
2155,200,2,2
2156,200,2,1
2157,0,2,2
2158,0,2,1
2159,0,1,1
2160,2000,1,1
2161,0,1,1
2162,0,2,1
2163,0,2,2
2164,0,2,1
2165,0,2,2
2166,150,2,2
2167,150,2,1
2168,325,4,1
2169,325,4,2
2172,0,4,2
2173,0,4,1
2174,0,4,2
2175,0,4,2
2176,2650,2,1
2177,2650,2,2
2178,0,2,1
2179,0,2,2
2180,1100,1,1
2181,0,3,1
2182,0,3,2
2184,0,1,1
2185,0,2,1
2186,0,2,2
2187,0,1,1
2188,0,1,1
2189,25,2,2
2190,25,2,1
2191,3600,2,1
2193,0,3,1
2194,0,3,2
2195,0,3,2
2196,0,4,2
2197,0,4,1
2198,0,4,2
2199,0,4,2
2200,1300,2,1
2201,1300,2,2
2202,925,2,2
2203,925,2,1
2204,1550,1,1
2205,0,1,1
2206,575,4,1
2207,575,4,2
2210,-6750,2,1
2211,-6750,2,2
2212,0,4,1
2213,0,4,2
2214,0,4,2
2215,0,4,2
2216,0,1,1
2217,0,2,2
2218,0,2,1
2219,0,1,1
2220,0,2,2
2221,0,2,1
2222,0,2,1
2223,0,2,2
2224,4500,2,1
2225,4500,2,2
2226,0,4,2
2227,0,4,1
2228,0,4,2
2229,0,4,2
2230,0,3,1
2231,0,3,2
2232,0,3,2
2233,0,2,1
2234,0,2,2
2235,0,1,1
2236,0,1,1
2237,0,2,2
2238,0,2,1
2239,0,4,2
2240,0,4,1
2241,0,4,2
2243,2000,2,1
2244,2000,2,2
2245,0,1,1
2246,875,2,2
2247,875,2,1
2248,175,3,2
2249,175,3,1
2251,0,1,1
2252,0,3,2
2253,0,3,1
2254,0,3,2
2255,0,1,1
2256,8750,2,1
2257,8750,2,2
2258,850,2,2
2259,850,2,1
2260,475,2,1
2261,475,2,2
2262,0,2,2
2263,0,2,1
2264,12000,1,1
2265,25,3,2
2266,25,3,2
2267,25,3,1
2268,0,3,1
2269,0,3,2
2270,0,3,2
2271,6500,2,1
2272,6500,2,2
2273,0,1,1
2274,0,4,2
2275,0,4,1
2278,0,2,1
2279,0,2,2
2280,19000,3,2
2281,19000,3,1
2282,19000,3,2
2283,650,3,1
2284,650,3,2
2285,650,3,2
2286,200,2,1
2287,200,2,2
2288,3600,2,2
2289,3600,2,1
2290,0,1,1
2291,4825,3,1
2292,4825,3,2
2294,0,4,2
2295,0,4,1
2298,50275,3,1
2299,50275,3,2
2300,50275,3,2
2301,3200,2,1
2302,3200,2,2
2303,0,2,2
2304,0,2,1
2305,2400,1,1
2306,0,1,1
2307,0,1,1
2308,0,5,1
2309,0,5,2
2313,0,3,2
2314,0,3,1
2315,0,3,2
2316,3500,2,1
2317,3500,2,2
2318,0,4,2
2319,0,4,1
2320,0,4,2
2322,0,1,1
2323,0,3,1
2324,0,3,2
2325,0,3,2
2326,375,1,1
2327,0,1,1
2328,50,3,2
2329,50,3,1
2330,50,3,2
2331,0,2,1
2332,0,2,2
2333,0,2,1
2334,0,2,2
2335,0,3,1
2338,575,2,2
2339,575,2,1
2340,4000,2,1
2341,4000,2,2
2342,0,1,1
2343,150,1,1
2344,1075,2,2
2345,1075,2,1
2346,0,4,2
2347,0,4,1
2350,25,3,1
2351,25,3,2
2352,25,3,2
2353,50,2,1
2354,50,2,2
2355,0,1,1
2356,0,3,2
2357,0,3,1
2359,25,3,1
2360,25,3,2
2361,25,3,2
2362,0,1,1
2363,0,1,1
2364,0,1,1
2365,75,2,2
2366,75,2,1
2367,425,2,2
2368,425,2,1
2369,0,2,1
2370,0,2,2
2371,-10500,5,1
2372,-10500,5,2
2373,-10500,5,2
2374,-10500,5,2
2376,2950,2,2
2377,2950,2,1
2378,0,2,1
2379,0,2,2
2380,29500,3,2
2381,29500,3,1
2382,29500,3,2
2383,0,1,1
2384,0,2,2
2385,0,2,1
2386,100,2,2
2387,100,2,1
2388,0,4,2
2389,0,4,1
2390,0,4,2
2392,125,3,2
2393,125,3,1
2394,125,3,2
2395,0,1,1
2396,0,2,2
2397,0,2,1
2398,25,2,1
2399,25,2,2
2400,0,2,1
2401,0,2,2
2402,0,2,1
2403,0,2,2
2404,28000,1,1
2405,0,1,1
2406,0,2,1
2407,0,2,2
2408,0,4,2
2409,0,4,1
2410,0,4,2
2412,0,4,1
2416,0,1,1
2417,0,2,1
2418,0,2,2
2419,2075,2,2
2420,2075,2,1
2421,0,2,1
2422,0,2,2
2423,0,3,1
2426,15000,3,2
2427,15000,3,1
2429,84000,2,1
2430,84000,2,2
2431,125,1,1
2432,0,1,1
2433,0,2,1
2434,0,2,2
2435,0,1,1
2436,50,4,1
2437,50,4,2
2438,50,4,2
2439,50,4,2
2440,0,3,2
2441,0,3,1
2443,0,2,1
2445,0,3,1
2446,0,3,2
2447,0,3,2
2448,0,1,1
2449,0,1,1
2450,0,2,1
2451,0,2,2
2452,375,5,1
2453,375,5,2
2457,0,1,1
2458,1400,1,1
2459,275,1,1
2460,0,2,1
2461,0,2,2
2462,0,4,2
2463,0,4,1
2466,0,1,1
2467,210000,1,1
2468,0,1,1
2469,200,2,2
2470,200,2,1
2471,0,2,1
2472,0,2,2
2473,-25,1,1
2474,0,3,1
2475,0,3,2
2477,850,2,1
2478,850,2,2
2479,0,4,1
2483,320000,2,2
2484,320000,2,1
2485,50,1,1
2486,50,1,1
2487,0,2,1
2488,0,2,2
2489,2825,2,2
2490,2825,2,1
2491,2500,4,2
2492,2500,4,1
2493,2500,4,2
2494,2500,4,2
2495,0,1,1
2496,0,1,1
2497,56000,2,1
2498,56000,2,2
2499,0,2,1
2500,0,2,2
2501,0,1,1
2502,0,2,1
2503,0,2,2
2504,0,2,1
2505,0,2,2
2506,0,1,1
2507,0,1,1
2508,0,2,2
2509,0,2,1
2510,22000,1,1
2511,0,1,1
2512,2975,2,1
2513,2975,2,2
2514,0,5,2
2515,0,5,1
2519,725,4,2
2520,725,4,1
2521,725,4,2
2522,725,4,2
2523,0,3,2
2524,0,3,1
2525,0,3,2
2526,0,1,1
2527,0,3,2
2528,0,3,1
2529,0,3,2
2530,0,1,1
2531,0,3,1
2532,0,3,2
2533,0,3,2
2534,975,2,1
2535,975,2,2
2536,475,1,1
2537,50000,2,1
2538,50000,2,2
2539,0,2,2
2540,0,2,1
2541,0,4,2
2542,0,4,1
2545,50,2,2
2546,50,2,1
2547,200,2,2
2548,200,2,1
2549,0,1,1
2550,0,1,1
2551,0,5,1
2556,38000,1,1
2557,1400,2,1
2558,1400,2,2
2559,6025,4,2
2560,6025,4,2
2561,6025,4,1
2562,6025,4,2
2563,0,1,1
2564,0,2,2
2565,0,2,1
2566,4350,2,1
2567,4350,2,2
2568,0,5,1
2569,0,5,2
2573,575,1,1
2574,0,1,1
2575,1250,1,1
2576,0,2,2
2577,0,2,1
2578,0,2,2
2579,0,2,1
2580,0,1,1
2581,0,3,1
2582,0,3,2
2584,150,5,2
2585,150,5,1
2586,150,5,2
2589,0,1,1
2590,0,4,1
2591,0,4,2
2594,150,2,1
2595,150,2,2
2596,0,1,1
2597,0,2,2
2598,0,2,1
2599,0,1,1
2600,0,1,1
2601,0,5,1
2602,0,5,2
2603,0,5,2
2604,0,5,2
2605,0,5,2
2606,0,5,1
2607,0,5,2
2610,0,5,2
2611,0,7,2
2612,0,7,1
2618,3975,2,1
2619,3975,2,2
2620,150,2,2
2621,150,2,1
2622,550,4,2
2623,550,4,1
2626,225,4,1
2627,225,4,2
2630,0,2,1
2631,0,2,2
2632,225,1,1
2633,175,4,2
2634,175,4,1
2635,175,4,2
2637,1250,2,2
2638,1250,2,1
2639,175,2,2
2640,175,2,1
2641,0,1,1
2642,3600,2,2
2643,3600,2,1
2644,0,3,2
2645,0,3,1
2647,325,2,2
2648,325,2,1
2649,1650,5,2
2650,1650,5,1
2654,200,1,1
2655,0,4,2
2656,0,4,2
2657,0,4,1
2658,0,4,2
2659,0,1,1
2660,0,1,1
2661,0,1,1
2662,0,1,1
2663,0,3,2
2664,0,3,1
2666,425,1,1
2667,0,1,1
2668,0,2,1
2669,0,2,2
2670,0,1,1
2671,550,1,1
2672,6000,1,1
2673,0,2,1
2674,0,2,2
2675,0,1,1
2676,0,2,1
2677,0,2,2
2678,0,1,1
2679,16500,2,1
2680,16500,2,2
2681,0,2,1
2682,0,2,2
2683,1525,2,2
2684,1525,2,1
2685,25,2,2
2686,25,2,1
2687,115025,2,1
2688,115025,2,2
2689,700,5,2
2690,700,5,1
2694,0,3,1
2695,0,3,2
2697,0,4,2
2698,0,4,1
2699,0,4,2
2701,0,2,1
2702,0,2,2
2703,75,2,1
2704,75,2,2
2705,0,2,2
2706,0,2,1
2707,0,1,1
2708,925,2,1
2709,925,2,2
2710,3600,3,1
2711,3600,3,2
2712,3600,3,2
2713,0,5,1
2714,0,5,2
2715,0,5,2
2717,0,5,2
2718,0,3,1
2719,0,3,2
2721,0,1,1
2722,275,2,1
2723,275,2,2
2724,925,2,1
2725,925,2,2
2726,10500,4,2
2727,10500,4,1
2730,4300,4,1
2731,4300,4,2
2732,4300,4,2
2734,0,2,1
2735,0,2,2
2736,975,2,2
2737,975,2,1
2738,51500,2,2
2739,51500,2,1
2740,0,2,1
2741,0,2,2
2742,0,1,1
2743,32000,2,2
2744,32000,2,1
2745,0,2,1
2746,0,2,2
2747,0,2,1
2748,0,2,2
2749,0,2,2
2750,0,2,1
2751,0,3,1
2752,0,3,2
2754,25,3,1
2756,25,3,2
2757,0,4,2
2758,0,4,1
2761,0,3,1
2762,0,3,2
2764,0,4,2
2765,0,4,1
2768,0,2,1
2769,0,2,2
2770,0,1,1
2771,0,1,1
2772,2300,2,2
2773,2300,2,1
2774,0,3,1
2775,0,3,2
2777,150,1,1
2778,0,3,1
2781,0,2,2
2782,0,2,1
2783,0,3,1
2786,0,2,1
2787,0,2,2
2788,0,4,2
2789,0,4,1
2792,0,2,2
2793,0,2,1
2794,0,2,1
2795,0,2,2
2796,0,4,1
2797,0,4,2
2800,0,1,1
2801,350,4,1
2802,350,4,2
2805,0,2,1
2806,0,2,2
2807,125,3,2
2808,125,3,1
2809,125,3,2
2810,0,2,1
2811,0,2,2
2812,0,3,1
2813,0,3,2
2815,79000,2,1
2816,79000,2,2
2817,0,2,1
2819,0,1,1
2820,3400,1,1
2821,0,5,1
2822,0,5,2
2823,0,5,2
2826,0,2,1
2828,0,2,2
2829,0,2,1
2830,0,3,1
2831,0,3,2
2832,0,3,2
2833,0,4,1
2834,0,4,2
2837,1050,1,1
2838,0,7,1
2839,0,7,2
2845,0,5,1
2850,50,4,1
2851,50,4,2
2854,25,4,2
2855,25,4,1
2856,0,1,1
2859,0,2,2
2860,0,2,1
2861,0,5,1
2866,7000,2,2
2867,7000,2,1
2868,17750,2,1
2869,17750,2,2
2870,0,1,1
2871,0,2,1
2872,0,2,2
2873,15525,2,1
2874,15525,2,2
2875,1475,2,1
2876,1475,2,2
2877,0,3,2
2878,0,3,1
2880,50000,2,2
2881,50000,2,1
2882,4900,1,1
2883,0,3,1
2884,0,3,2
2885,0,3,2
2886,0,3,1
2887,0,3,2
2888,0,3,2
2889,3250,2,2
2890,3250,2,1
2891,0,2,2
2892,0,2,1
2893,0,4,2
2894,0,4,1
2897,26000,2,1
2898,26000,2,2
2899,0,2,1
2900,0,2,2
2901,0,2,2
2902,0,2,1
2903,375,2,1
2904,375,2,2
2905,475,1,1
2906,6900,3,2
2907,6900,3,1
2908,6900,3,2
2909,325,3,1
2910,325,3,2
2912,0,2,2
2913,0,2,1
2914,0,4,1
2915,0,4,2
2916,0,4,2
2917,0,4,2
2918,25,1,1
2919,0,3,1
2920,0,3,2
2921,0,3,2
2922,125,1,1
2923,0,2,1
2924,0,2,2
2925,0,1,1
2926,50,7,1
2927,50,7,2
2928,50,7,2
2929,50,7,2
2930,50,7,2
2931,50,7,2
2932,50,7,2
2933,0,2,2
2934,0,2,1
2935,0,2,1
2936,0,2,2
2937,0,4,1
2938,0,4,2
2939,0,4,2
2941,0,1,1
2942,0,1,1
2943,0,4,2
2944,0,4,1
2947,0,3,2
2948,0,3,1
2949,0,3,2
2950,0,2,1
2951,0,2,2
2952,75,3,1
2953,75,3,2
2954,75,3,2
2955,0,2,2
2956,0,2,1
2957,75,4,1
2958,75,4,2
2961,0,2,1
2962,0,2,2
2963,50,3,1
2964,50,3,2
2965,50,3,2
2966,50,4,1
2967,50,4,2
2970,2400,5,2
2971,2400,5,1
2975,1325,2,1
2976,1325,2,2
2977,0,3,1
2978,0,3,2
2979,0,3,2
2980,0,1,1
2981,12500,2,1
2982,12500,2,2
2983,0,1,1
2984,125,2,1
2985,125,2,2
2986,0,2,1
2987,0,2,2
2988,1750,4,2
2989,1750,4,1
2992,1025,1,1
2993,125,4,2
2994,125,4,1
2997,1850,1,1
2998,0,3,2
2999,0,3,1
3000,9000,1,1
3002,275,2,1
3003,275,2,2
3004,4600,2,1
3005,4600,2,2
3006,0,2,1
3007,0,2,2
3008,1100,2,2
3009,1100,2,1
3010,-24000,3,1
3011,-24000,3,2
3012,-24000,3,2
3013,0,2,1
3014,0,2,2
3015,0,2,1
3017,-10500,1,1
3018,0,2,2
3019,0,2,1
3020,500,1,1
3021,0,2,1
3022,0,2,2
3023,0,1,1
3024,0,2,2
3025,0,2,1
3026,275,3,2
3027,275,3,1
3028,275,3,2
3029,0,2,1
3030,0,2,2
3031,0,2,2
3032,0,2,1
3033,2300,2,1
3034,2300,2,2
3035,8500,2,2
3036,8500,2,1
3037,0,1,1
3038,-150,1,1
3039,850,1,1
3040,0,2,1
3042,100,3,1
3043,100,3,2
3045,62500,1,1
3046,1100,4,1
3047,1100,4,2
3050,15500,3,2
3051,15500,3,1
3053,0,2,1
3054,0,2,2
3055,0,4,1
3056,0,4,2
3059,0,3,1
3060,0,3,2
3061,0,3,2
3062,0,3,2
3063,0,3,1
3065,50,2,1
3066,50,2,2
3067,0,5,1
3068,0,5,2
3069,0,5,2
3072,0,2,2
3073,0,2,1
3074,28500,2,1
3075,28500,2,2
3076,0,1,1
3077,225,1,1
3078,0,4,1
3079,0,4,2
3080,0,4,2
3081,0,4,2
3082,525,2,2
3083,525,2,1
3084,0,1,1
3085,175,2,1
3086,175,2,2
3087,0,3,2
3088,0,3,1
3089,0,3,2
3090,0,2,2
3091,0,2,1
3092,100,4,1
3093,100,4,2
3095,100,4,2
3096,1400,2,2
3097,1400,2,1
3098,0,1,1
3099,0,2,2
3100,0,2,1
3101,0,1,1
3102,0,6,2
3103,0,6,1
3108,0,1,1
3109,0,3,1
3110,0,3,2
3111,0,3,2
3112,0,2,1
3113,0,2,2
3114,0,2,1
3115,0,2,2
3116,0,1,1
3117,0,2,1
3119,300,2,2
3120,300,2,1
3121,375,1,1
3122,675,2,1
3123,675,2,2
3124,0,3,1
3125,0,3,2
3127,-5750,3,1
3128,-5750,3,2
3130,9850,2,2
3131,9850,2,1
3132,800,1,1
3133,3000,1,1
3134,175,2,2
3135,175,2,1
3136,600000,4,1
3137,600000,4,2
3140,0,5,1
3141,0,5,2
3145,0,2,1
3146,0,2,2
3147,0,2,1
3148,0,2,2
3149,0,4,2
3150,0,4,1
3151,0,4,2
3153,0,4,1
3154,0,4,2
3157,0,4,1
3158,0,4,2
3161,0,4,2
3162,0,4,1
3163,0,4,2
3164,0,4,2
3165,7750,1,1
3166,0,1,1
3167,2250,3,2
3168,2250,3,2
3169,2250,3,1
3170,0,2,1
3171,0,2,2
3172,7025,3,2
3173,7025,3,1
3174,7025,3,2
3175,0,2,2
3176,0,2,1
3177,50,3,1
3178,50,3,2
3179,50,3,2
3180,0,1,1
3181,0,3,1
3182,0,3,2
3184,0,5,2
3185,0,5,1
3189,50,2,1
3190,50,2,2
3191,0,1,1
3192,0,3,1
3195,0,2,2
3196,0,2,1
3197,0,4,2
3199,0,4,1
3201,0,1,1
3202,0,4,2
3203,0,4,1
3206,0,3,2
3207,0,3,1
3209,25,5,1
3210,25,5,2
3214,2375,2,1
3215,2375,2,2
3216,0,1,1
3217,100,2,1
3218,100,2,2
3219,125,2,1
3220,125,2,2
3221,0,3,1
3222,0,3,2
3224,100,4,2
3225,100,4,1
3226,100,4,2
3227,100,4,2
3228,25,4,1
3229,25,4,2
3232,75,3,2
3233,75,3,1
3235,0,2,2
3236,0,2,1
3237,350,1,1
3238,175,5,2
3239,175,5,1
3243,0,4,1
3244,0,4,2
3247,100,2,1
3248,100,2,2
3249,225,2,1
3250,225,2,2
3251,0,2,1
3252,0,2,2
3253,0,2,2
3254,0,2,1
3255,20000,4,2
3256,20000,4,2
3257,20000,4,1
3259,2100,2,2
3260,2100,2,1
3261,0,3,2
3262,0,3,1
3264,0,1,1
3265,975,4,2
3266,975,4,1
3267,975,4,2
3268,975,4,2
3269,1300,2,2
3270,1300,2,1
3271,0,3,2
3272,0,3,1
3273,0,3,2
3274,0,1,1
3275,21000,5,1
3276,21000,5,2
3277,21000,5,2
3279,21000,5,2
3280,25,1,1
3281,0,2,1
3282,0,2,2
3283,750,1,1
3284,0,1,1
3285,-50,2,1
3286,-50,2,2
3287,0,2,1
3288,0,2,2
3289,0,4,1
3290,0,4,2
3293,0,2,1
3294,0,2,2
3295,0,1,1
3296,0,1,1
3297,150,2,1
3298,150,2,2
3299,0,1,1
3300,150,2,2
3301,150,2,1
3302,0,2,1
3303,0,2,2
3304,0,1,1
3305,0,3,2
3306,0,3,2
3307,0,3,1
3308,0,1,1
3309,300,1,1
3310,0,1,1
3311,0,1,1
3312,125,1,1
3313,0,4,1
3314,0,4,2
3317,0,1,1
3318,0,2,1
3319,0,2,2
3320,0,3,1
3321,0,3,2
3323,25,1,1
3324,0,1,1
3325,475,2,2
3326,475,2,1
3327,0,2,1
3328,0,2,2
3329,43000,3,1
3330,43000,3,2
3332,0,1,1
3333,0,2,2
3334,0,2,1
3335,175,3,2
3336,175,3,1
3337,175,3,2
3338,0,1,1
3339,2475,3,2
3340,2475,3,2
3341,2475,3,1
3342,0,3,1
3343,0,3,2
3344,0,3,2
3345,0,2,1
3346,0,2,2
3347,1075,2,1
3348,1075,2,2
3349,0,1,1
3350,0,3,1
3353,0,2,2
3354,0,2,1
3355,0,2,1
3357,15500,1,1
3358,8000,1,1
3359,0,1,1
3360,0,2,1
3361,0,2,2
3362,375,1,1
3363,50,2,2
3364,50,2,1
3365,0,1,1
3366,225,4,2
3367,225,4,1
3370,50,1,1
3371,0,1,1
3372,17000,3,2
3373,17000,3,1
3375,25,1,1
3376,0,2,2
3377,0,2,1
3378,0,2,2
3379,0,2,1
3380,0,2,1
3381,0,2,2
3382,0,1,1
3383,0,1,1
3384,175,1,1
3385,0,1,1
3386,0,1,1
3387,0,3,2
3388,0,3,1
3389,0,3,2
3390,25,2,2
3391,25,2,1
3392,0,2,2
3393,0,2,1
3394,1400,1,1
3395,0,4,2
3396,0,4,1
3399,0,2,2
3400,0,2,1
3401,350,1,1
3402,6300,5,1
3403,6300,5,2
3404,6300,5,2
3407,0,3,1
3408,0,3,2
3410,0,4,2
3411,0,4,1
3414,0,1,1
3415,0,3,2
3416,0,3,1
3418,1550,3,1
3419,1550,3,2
3420,1550,3,2
3421,4500,2,2
3422,4500,2,1
3423,15750,4,2
3424,15750,4,1
3425,15750,4,2
3426,15750,4,2
3427,0,2,1
3428,0,2,2
3429,25,2,1
3430,25,2,2
3431,0,4,2
3432,0,4,1
3433,0,4,2
3434,0,4,2
3435,100,5,2
3436,100,5,1
3437,100,5,2
3440,0,1,1
3441,0,1,1
3442,0,3,2
3443,0,3,1
3444,0,3,2
3445,0,2,1
3446,0,2,2
3447,0,2,1
3448,0,2,2
3449,0,2,2
3450,0,2,1
3451,0,1,1
3452,0,7,1
3453,0,7,2
3454,0,7,2
3458,0,7,2
3459,10000,1,1
3460,0,2,1
3461,0,2,2
3462,0,1,1
3463,0,3,1
3466,0,2,1
3467,0,2,2
3468,0,2,2
3469,0,2,1
3470,175,1,1
3471,250,2,2
3472,250,2,1
3473,0,3,1
3474,0,3,2
3475,0,3,2
3476,0,1,1
3477,0,3,2
3478,0,3,1
3479,0,3,2
3480,0,2,1
3481,0,2,2
3482,0,5,1
3483,0,5,2
3487,12050,2,1
3488,12050,2,2
3489,0,2,2
3490,0,2,1
3491,6750,1,1
3492,0,2,1
3493,0,2,2
3494,0,1,1
3495,875,1,1
3496,0,5,2
3497,0,5,1
3501,0,2,1
3502,0,2,2
3503,0,1,1
3504,0,2,1
3505,0,2,2
3506,925,1,1
3507,95000,2,1
3508,95000,2,2
3509,49000,2,1
3510,49000,2,2
3511,0,2,2
3512,0,2,1
3513,0,1,1
3514,0,2,1
3515,0,2,2
3516,0,1,1
3517,3600,2,1
3518,3600,2,2
3519,50,2,1
3520,50,2,2
3521,20200,3,2
3522,20200,3,1
3523,20200,3,2
3524,0,2,1
3525,0,2,2
3526,1300,1,1
3527,0,3,2
3529,0,3,1
3530,100,2,1
3531,100,2,2
3532,125,2,1
3533,125,2,2
3534,0,1,1
3535,0,1,1
3536,25,3,1
3537,25,3,2
3538,25,3,2
3539,125,3,2
3540,125,3,1
3542,0,5,2
3543,0,5,1
3547,0,5,2
3548,0,5,1
3552,0,1,1
3553,0,4,1
3557,0,2,1
3558,0,2,2
3559,37200,2,1
3560,37200,2,2
3561,3375,2,2
3562,3375,2,1
3563,50,1,1
3564,0,1,1
3565,0,1,1
3566,0,3,2
3567,0,3,1
3569,0,2,1
3570,0,2,2
3571,0,3,1
3572,0,3,2
3573,0,3,2
3574,325,2,1
3575,325,2,2
3576,125,2,2
3577,125,2,1
3578,0,1,1
3579,0,1,1
3580,0,1,1
3581,1300,1,1
3582,1300,1,1
3583,0,1,1
3584,0,1,1
3585,12500,1,1
3586,550,3,2
3587,550,3,1
3588,550,3,2
3589,475,2,1
3590,475,2,2
3591,3900,1,1
3592,0,2,1
3593,0,1,1
3595,0,1,1
3596,600,2,2
3597,600,2,1
3598,275,1,1
3599,675,2,2
3600,675,2,1
3601,0,1,1
3602,0,5,2
3603,0,5,1
3607,0,3,1
3608,0,3,2
3609,0,3,2
3610,0,1,1
3611,625,2,1
3612,625,2,2
3613,0,5,1
3614,0,5,2
3618,4200,2,2
3619,4200,2,1
3620,0,1,1
3621,325,1,1
3622,0,1,1
3623,0,3,1
3624,0,3,2
3625,0,3,2
3626,275,2,2
3627,275,2,1
3628,175,1,1
3629,50,4,2
3630,50,4,1
3633,50,4,2
3634,50,4,1
3637,31000,4,2
3638,31000,4,1
3641,0,2,1
3642,0,2,2
3643,550,1,1
3644,3925,4,2
3645,3925,4,1
3648,0,2,1
3649,0,2,2
3650,0,2,2
3651,0,2,1
3652,0,2,2
3653,0,2,1
3654,0,1,1
3655,0,3,1
3658,140000,2,1
3659,140000,2,2
3660,0,2,1
3661,0,2,2
3662,0,2,1
3664,0,1,1
3665,0,1,1
3666,0,2,1
3667,0,2,2
3668,0,4,2
3669,0,4,1
3672,0,1,1
3673,0,1,1
3674,0,1,1
3675,0,2,2
3676,0,2,1
3677,0,3,2
3678,0,3,1
3679,0,3,2
3680,25,3,2
3681,25,3,2
3682,25,3,1
3683,0,1,1
3684,0,4,2
3685,0,4,1
3686,0,4,2
3688,0,2,1
3689,0,2,2
3690,0,2,2
3691,0,2,1
3692,4450,4,1
3693,4450,4,2
3696,14025,3,1
3697,14025,3,2
3698,14025,3,2
3699,0,1,1
3700,0,2,1
3702,0,1,1
3703,25,1,1
3704,100500,3,1
3705,100500,3,2
3707,0,1,1
3708,0,2,2
3709,0,2,1
3710,0,5,2
3711,0,5,1
3712,0,5,2
3713,0,5,2
3714,0,5,2
3715,0,2,2
3716,0,2,1
3717,0,1,1
3718,0,4,2
3719,0,4,1
3720,0,4,2
3721,0,4,2
3722,0,1,1
3723,50,1,1
3724,0,4,1
3725,0,4,2
3728,19300,3,2
3729,19300,3,2
3730,19300,3,1
3731,290000,3,1
3732,290000,3,2
3734,0,1,1
3735,0,1,1
3736,0,1,1
3737,500,1,1
3738,25,1,1
3739,25,2,2
3740,25,2,1
3741,25,2,2
3742,25,2,1
3743,0,1,1
3744,0,1,1
3745,200,2,2
3746,200,2,1
3747,0,3,2
3748,0,3,1
3749,0,3,2
3750,0,3,1
3751,0,3,2
3753,100,1,1
3754,25,1,1
3755,0,1,1
3756,100,2,1
3757,100,2,2
3758,0,4,2
3759,0,4,1
3760,0,4,2
3762,21000,5,2
3763,21000,5,1
3767,62650,4,1
3768,62650,4,2
3769,62650,4,2
3771,0,1,1
3772,50,1,1
3773,0,1,1
3774,650,4,2
3775,650,4,2
3776,650,4,2
3777,650,4,1
3778,50,2,2
3779,50,2,1
3780,175,2,1
3781,175,2,2
3782,0,4,2
3783,0,4,1
3786,0,1,1
3787,0,2,1
3788,0,2,2
3789,0,2,1
3790,0,2,2
3791,0,1,1
3792,25,2,1
3793,25,2,2
3794,0,1,1
3795,91000,4,2
3796,91000,4,1
3797,91000,4,2
3798,91000,4,2
3799,0,1,1
3800,0,2,1
3801,0,2,2
3802,0,2,2
3803,0,2,1
3804,325,2,2
3805,325,2,1
3806,0,6,1
3807,0,6,2
3811,0,6,2
3812,0,2,2
3813,0,2,1
3814,0,1,1
3815,0,1,1
3816,0,3,2
3817,0,3,2
3818,0,3,1
3819,41000,3,2
3820,41000,3,1
3821,41000,3,2
3822,750,2,2
3823,750,2,1
3824,-9150,2,2
3825,-9150,2,1
3826,13000,2,2
3827,13000,2,1
3828,480000,2,1
3829,480000,2,2
