,EFINVA
60601,0
51614,250
57688,1025
11414,125
53917,2300
69680,87000
9834,0
38378,0
429,475
24461,125
64900,0
44011,950
53005,21250
8609,0
75397,0
8645,0
18557,0
67016,50
14213,225
46299,0
12231,0
31675,0
3627,275
44956,0
64201,0
59377,0
84552,0
67626,2300
53219,275
28002,0
43769,0
23959,25
40349,0
81451,0
69764,0
36872,24000
79768,0
23917,10450
51365,0
81159,450
21958,0
6065,50
79389,250
23049,2975
1235,0
92280,250
70260,0
148,0
49769,6000
30191,50
62978,0
28806,50
91487,25
1709,0
45112,50000
23618,0
87672,1125
82391,0
60421,8750
40729,27500
79239,0
22779,0
89163,12250
55444,750
25377,0
84759,-4800
42544,250
42556,25
77793,0
80610,25
56305,0
53066,125
21716,0
43900,0
20936,0
58486,0
72380,0
89567,25
50055,0
86806,975
25638,0
72633,0
47201,0
51195,0
78267,600
62911,800
5024,600
26642,0
59926,0
71784,0
18805,0
4061,0
13591,0
56421,775
44949,-1100
81682,0
48921,0
3430,25
80483,25
33678,0
34328,4250
3779,50
33766,1800
17237,0
50044,0
19784,0
20755,34200
43428,300425
46213,0
12022,0
39090,0
10045,50
47511,0
47499,450
5732,0
58450,625
20813,325000
10647,4300
24557,0
91328,25
77952,0
748,0
70178,725
11862,0
74548,25
5772,0
71472,3100
44156,0
68613,50
19557,0
78591,0
27322,0
31802,55350
82208,5200
74275,0
69600,0
30350,0
90937,0
38831,0
23314,0
27558,0
84776,0
51600,725
54185,0
23246,6800
86499,0
50769,650
21067,0
31949,50
65687,0
87828,0
3325,475
33685,0
89545,0
39885,125
75469,48450
60763,0
2584,150
23484,0
867,23000
37120,0
24877,0
3115,0
70636,29000
30168,0
60912,0
63166,0
77524,0
23548,50
56577,0
28186,0
73314,-4100
37156,50
87891,0
65955,0
83665,6700
88061,200
82043,0
46544,0
1932,90000
86162,5000
1199,200
3031,0
65448,0
7404,1800
77120,0
74063,50
87552,-75
88407,0
33010,75000
32452,1175
86574,0
27049,0
62193,0
65984,0
76247,0
46899,0
73327,1150
22424,0
7322,48175
19080,0
34850,0
165,275
16198,975
15194,100
36754,0
10161,0
38868,0
49073,25
54373,625
8431,0
32660,0
90304,100
73112,0
68702,0
85302,2400
73106,0
58932,-6325
18064,0
20153,50
89178,0
89480,7000
6284,0
61363,100
32295,8000
55932,1850
22051,0
38590,0
36440,250
7831,0
44794,0
67346,0
34290,0
40207,0
78281,3850
68904,0
8447,25
84700,0
71625,0
88497,0
31163,0
83587,900
24480,0
72457,575
49396,0
28418,0
70780,0
40223,0
65981,1025
24044,0
33600,25
51864,0
18473,725
60991,425
5405,0
28705,825
45060,1750
68370,125
3084,0
44423,0
28240,0
86820,0
23793,4025
38006,0
24782,2175
60491,25
8651,575
48432,0
65596,1225
70395,0
60947,1850
21436,550
35880,0
70550,0
11747,3900
58231,0
20079,0
92066,0
68614,50
52557,340000
63368,0
80537,0
8907,25
57023,0
57821,0
75133,0
85213,0
2063,12600
2193,0
51021,0
21277,0
9859,-9350
30887,0
36337,0
33523,0
64383,27000
83487,25
84624,0
2306,0
2486,50
88728,3600
75721,-1800
41231,0
90704,25
23970,0
64517,600
22302,150000
59593,3700
69112,4800
10890,0
79404,3300
47564,0
9008,0
39376,0
73004,0
35510,0
18888,0
32083,25
20849,137500
65540,0
35864,800
22141,625
77159,525
13728,125
6105,0
16059,0
50638,0
36469,0
6514,0
86362,0
122,0
59261,49000
25854,2150
76780,22350
68033,50
59986,0
58728,2800
72001,50
13336,0
16220,0
68522,175
5927,0
43479,0
78563,25
86885,8400
75961,95000
17165,1650
46509,0
2417,0
21671,0
9911,50
3431,0
72886,0
21409,0
44401,0
60037,0
8637,725
38127,0
78537,2000
89070,0
91941,0
31222,450
2954,75
2851,50
44972,0
36856,375
73563,0
22192,0
35912,0
62444,0
66163,0
24875,0
46903,0
17193,0
22253,0
27716,47000
73097,0
52590,0
86143,0
53850,0
18887,0
67458,0
52946,0
23671,0
20533,50
73367,0
40632,300
31762,0
29472,0
36127,43000
4771,0
42823,725
65086,20250
30804,550
55,0
61739,0
72259,0
63996,0
57149,0
46928,2150
24565,1050
74702,75
90063,25
24794,0
12721,30275
71004,100
25827,25
29794,27775
89499,400
55973,0
50211,0
11863,800
47612,1150
10395,0
78283,75
15605,0
63994,150
7486,280000
58024,0
7553,-13500
54193,225
43341,0
44288,8000
58957,0
90705,500
84533,0
28952,75
82655,100
6423,0
9363,0
78791,0
14763,50
63784,0
4266,0
28736,750
65723,0
61974,3975
77699,0
58775,125
35583,225
38514,0
18790,0
38686,0
77568,0
55836,0
71144,0
80973,0
20226,0
31998,25
43578,175
11323,0
19627,0
39498,0
15696,2200
21394,24500
65071,0
25954,0
3625,0
1411,0
7161,225
90652,1250
37128,52500
71454,0
6135,0
36162,0
17653,0
41686,0
49174,4300
75481,50
8051,50
78471,0
1663,32000
82802,1100
83738,225
78743,15000
26788,0
23684,5700
42672,0
28269,0
28291,1000
86049,-9500
62653,0
78747,6700
66935,0
79637,0
27141,0
80589,0
58941,0
29419,0
46502,-4650
19445,27100
43373,50
84396,0
51626,0
56167,0
40341,0
19842,0
9894,201500
18268,0
5962,25
4435,0
16154,0
78015,1675
8816,0
33413,0
16702,1325
53574,0
44098,75
63920,0
42225,800
2167,150
50762,0
40197,925
90358,0
90974,1925
14129,33750
28384,475
24257,4100
90278,0
86543,6500
47485,0
36176,0
238,0
14836,850
17754,0
82142,50
53194,0
47795,0
52447,50
22060,0
56140,150
66210,22500
41782,0
63597,0
40434,675
30140,0
52914,0
90381,150
62543,23025
44765,25
68042,0
41454,0
32815,0
1265,0
58984,0
2146,0
5619,75
56634,0
48397,0
45889,0
39413,0
90048,0
25717,0
57446,0
68159,0
56601,0
24620,125
64448,125
68875,0
30807,0
79990,0
33733,150
63107,0
2930,50
64679,0
83681,25
56324,375
85708,6000
51819,0
31671,1200
79852,13325
24723,2150
7542,0
29325,3350
73520,60000
7311,0
3989,0
9349,4750
15847,0
10296,0
16789,250
77912,75
5327,0
64188,2625
10423,0
28722,0
59478,25
79528,0
29233,0
26312,0
15586,0
47039,0
5439,0
62993,0
92160,0
26951,0
15338,0
14450,0
74813,350
22035,0
87306,0
56733,0
73705,3150
2977,0
74313,475
26041,0
15339,25
22493,0
82454,0
72647,0
89054,0
13052,200
40720,0
19265,0
57867,0
12068,200
33284,0
24345,0
17800,0
58030,0
74029,675
1952,350
88676,350
76669,400
91767,0
29811,1250
36700,0
86159,0
31231,1500
82817,101500
71848,0
80396,0
16756,0
39123,43500
52449,50
66695,0
28534,0
16837,0
89992,0
73515,1900
73315,-4100
10680,0
68826,137500
15350,0
23175,0
50776,0
80029,0
40098,825
30841,0
13076,0
6644,0
28103,0
52881,1350
87125,225
63847,0
11925,11575
65902,350
1913,75
64530,1150
64893,5000
42509,0
80274,-5750
8038,15800
26070,125
42352,125
77164,275
49776,25
55924,0
70452,0
83007,2750
48897,0
66450,0
84590,0
36348,2900
20753,2100
57240,12350
46165,0
67447,25
1264,0
25315,0
79368,875
63498,0
4208,2125
12267,96300
69050,0
41417,-2000
46709,75
17264,0
38436,0
51028,150
74462,0
31204,0
35718,11100
26976,0
4857,0
68504,0
64628,0
50708,0
11567,450
37443,0
76372,0
16202,0
43632,0
64491,46000
6561,0
52622,0
68580,1800
84640,0
79008,0
37157,77500
18379,0
7540,1850
5367,500
11703,0
48662,0
49166,0
70201,0
69763,0
44175,31000
25101,5750
24779,4625
23736,0
81001,275
86041,0
56198,0
42121,575
8585,325
79522,0
43814,25
26127,0
1119,50
34816,0
88403,1000
66985,400
34969,25
60648,0
54622,6300
88637,0
68852,0
31641,0
15524,455000
16172,0
19370,0
27785,200
75675,0
83204,130000
23370,0
88223,137000
33508,0
90083,6400
62618,400
61875,0
29751,0
46529,0
21386,0
80345,0
33298,1850
23244,0
83725,0
29179,0
69522,0
90947,0
65811,0
60802,0
7382,0
64468,0
76079,31000
44936,175
76477,0
44642,0
41335,3300
71197,0
20745,0
13429,5500
48143,0
26750,0
9931,25
26215,150
29273,0
33491,0
68017,-1050
77113,0
46412,400
90568,175
54504,0
22486,0
53909,325
88227,0
46381,0
45268,5750
83619,0
28751,14375
81800,50
50591,0
22249,0
83005,13750
6572,0
36032,0
7852,0
24449,0
13445,175
34415,0
19096,750
48536,0
87896,0
72422,0
10074,1150
28924,3200
90861,2000
75519,0
90523,0
57015,0
85482,200
87264,67500
88534,2200
90614,0
20525,50
34008,0
48472,2175
23388,-750
32256,0
67288,4450
66176,0
88913,0
75285,0
76006,0
83153,0
87946,25
2532,0
67798,0
50312,3400
71518,0
43286,0
91676,0
71513,900
82434,10000
21608,0
76830,0
38659,0
47591,0
57031,0
27232,0
66159,3500
18845,650
16947,1150
35975,0
69643,0
81196,0
23732,125
47508,100
320,0
49315,0
10633,0
37413,0
53805,25
55630,225
7770,1475
85174,4000
90125,50
46474,0
74454,100
34126,0
82443,0
5293,0
74312,475
88194,0
56770,9375
85389,50
17226,0
81539,8750
62542,0
31099,0
81345,0
79307,31000
62903,0
73256,33000
85421,25
21564,0
87485,0
68413,0
39379,50
33289,0
45563,0
24762,0
89394,0
17002,0
63970,50
4520,3900
11086,65200
73733,16500
51827,0
9896,30875
80486,0
33573,-575
49196,525
55512,0
22207,0
84079,1150
91303,0
86627,0
59009,58000
52012,50
83692,0
19196,0
10501,0
85104,1350
21624,0
37623,0
45907,4500
30428,0
77955,0
87039,0
42235,0
18858,40000
13611,0
37248,0
8473,0
19166,0
4088,10700
49921,475
51446,900
66118,0
59227,200
38701,0
84933,0
8871,0
81801,50
58895,0
37347,225
74650,2700
10829,5050
77095,0
32797,-1475
37613,0
73923,14500
42778,0
66140,50
91264,75
5486,0
33252,175
43210,0
49460,0
86815,0
82733,0
88262,0
31948,0
65072,0
73959,0
40006,200
77359,700
59851,0
80492,18500
64994,225
37635,950
5758,0
23285,0
2820,3400
36875,0
58038,0
68171,0
38412,275
77644,0
68888,0
71648,450
996,0
22230,0
31399,117100
31299,3600
63673,0
27266,0
37022,3350
50067,18000
64838,50
64701,0
73904,0
61812,225
26044,0
20734,0
13916,2400
6911,50
17815,125
38838,0
76417,0
38344,825
52586,3800
72350,225
54183,34500
88185,0
41723,-2900
16113,0
13030,800
29503,0
3372,17000
81762,0
28838,0
6138,0
70451,0
25080,0
741,150
41826,0
45095,0
37749,0
38661,0
49647,47000
88141,25
14229,275
1040,-4500
35360,0
28357,0
16812,50
19351,1425
75727,0
67732,0
49106,0
29053,0
51830,11500
78016,1675
83399,0
79422,0
19529,0
88013,0
71089,0
43949,0
20724,0
29594,0
10051,0
32870,6500
33234,6000
19923,0
43139,4000
12085,0
5389,75
91782,0
68952,0
3593,0
18718,125
77339,0
45681,75
45623,0
64107,0
33203,225
83784,11300
8203,200
15611,0
1626,3300
4724,800
52407,175
19795,50
84355,0
36729,2400
11197,0
68124,0
83734,75
45832,2900
43933,0
23379,0
57862,0
75885,-850
60376,50
49965,125
6949,0
53190,0
27669,3100
65038,1100
91360,24000
20130,0
52783,0
26863,275
44259,0
78509,0
76757,0
83464,0
40097,825
7387,0
54934,25
48786,0
83016,75
47269,0
32596,0
40998,250
46056,-675
30394,0
63372,0
36281,0
8896,25
11918,0
63832,0
33694,0
49091,0
77083,0
20996,15825
52027,0
39793,5900
91924,50
68694,25
58853,125
4550,0
18810,1475
24777,725
85790,400
23138,3400
18562,3850
91315,0
61240,0
19459,0
36962,0
89757,450
38705,0
91431,775
67839,1600
47697,0
36221,475
71321,-1900
60876,26000
91885,275
47498,-4200
79559,25
22896,0
80530,0
61983,0
1603,0
43928,0
22560,375
62790,25
14937,4200
85877,0
45635,0
51090,0
1483,350
3055,0
20909,0
21340,0
33325,0
60313,5075
70675,25
45602,100
6286,30000
12901,0
70456,0
15794,0
55404,0
54277,0
33249,0
27800,0
90489,550
76494,5250
41999,3900
29879,0
74324,875
62006,0
52341,-9400
21686,0
57860,125
10476,0
164,167500
16108,25
54104,0
79655,2000
39926,200
35709,0
90884,0
74545,29000
47897,0
15225,0
52633,-7000
32238,-2750
47405,275
38489,650
50980,50
44553,0
51823,2925
90911,150
54992,0
8145,0
9940,25
4394,0
81898,0
2706,0
88652,9600
75261,2600
17864,0
72897,0
75198,0
34506,125
51686,1200
62423,0
7621,0
7060,0
18285,0
11140,0
16543,0
4283,0
61999,0
10292,600
657,0
23595,0
68390,0
44726,131000
1971,62000
75540,0
39290,8750
30276,25
10258,13000
23227,0
14146,0
14444,0
70216,0
39037,0
49662,2000
14529,2000
61872,0
81773,6900
84769,325
42855,1550
40465,0
50963,6500
43194,0
69712,0
59836,100
22470,125
23265,0
14072,0
44115,2700
87146,0
40305,0
38364,12475
14375,0
47912,20700
64636,0
26391,2600
1046,2500
84942,5600
18070,0
20771,0
62675,0
33736,0
80785,-2800
12075,0
89023,0
32162,0
54968,300
15773,475
50479,7000
63821,0
91830,25500
53177,0
91761,325
83907,50
62447,0
49333,4325
7431,0
27230,125
11959,0
78727,800000
34708,500
3823,750
90355,0
37089,0
69947,39000
39725,0
49108,0
51475,650
26113,0
13116,-1000
46062,0
89133,-650
43294,0
36405,0
39958,4200
52571,25025
84869,0
28859,0
72277,0
70038,0
1831,50
12599,93500
70487,0
37609,50
62522,125
2777,150
14073,0
4752,0
42809,-1450
1979,25
43248,0
20844,0
66940,3500
48162,0
22702,0
49654,0
35402,0
40746,0
59537,0
87608,0
33254,2200
43443,50
17497,15000
66086,0
88333,3000
3841,0
23571,925
85106,0
90209,0
4685,0
58283,-12500
87719,0
66712,450
84948,4600
4414,0
6600,0
19538,0
20159,0
84929,0
67125,8025
66978,4750
70745,0
84341,0
32744,0
83403,200
62141,0
69510,0
85205,0
53317,0
32522,200
35559,350
52885,35000
73731,0
25995,70000
12045,0
49241,0
53097,0
64006,0
60259,0
49115,1050
45549,0
33793,0
30083,0
32767,78000
51724,25
51320,0
18961,25
37275,0
79051,6600
81924,13000
41877,0
82737,0
63445,25
26676,0
31251,-1350
60217,0
85581,425
39331,0
77188,0
22020,0
40036,0
52073,0
83393,0
29864,0
19284,31000
89936,200
47139,250
684,0
38483,1150
29630,25
53338,5200
4660,0
24035,50
78302,0
693,0
84930,6500
69126,1500
27047,0
58955,100
10109,0
80178,325
14150,400
53199,0
85301,2400
18956,0
90094,0
54273,2700
47018,0
20360,0
45008,0
16832,0
32404,25
71382,1925
11311,0
89486,0
80869,400
19954,0
22785,-825
5831,0
51854,0
73218,50
72727,1050
72281,700
79495,100
22553,0
37662,600
72412,0
74750,225
89572,300
42723,525
31241,925
26029,350
46108,0
64709,0
17396,775
43094,0
44644,3150
64938,0
66217,350
79592,0
80341,0
53493,0
78305,200
59291,550
7807,50
90841,0
36979,0
47022,0
61053,0
69245,0
45554,25
87297,0
58732,9000
80588,0
14905,0
1882,0
92254,75
56977,0
19992,0
10719,2325
11580,1950
34513,0
43985,0
15610,0
66083,0
72348,225
63334,0
48257,50
47514,24500
62463,3400
16768,100
14023,0
12485,5300
21053,0
69191,0
7880,75
84006,125
79265,0
86370,0
89519,0
25221,0
85592,17750
20056,0
50671,550
38741,0
24682,0
40310,0
56110,0
16739,0
84717,0
2536,475
84058,-3000
85713,0
53482,0
85326,0
65295,2300
21085,0
32009,600
72862,0
38163,0
7411,650
56370,0
82401,0
16227,0
24505,0
21458,0
46133,42050
37663,600
73213,0
70764,5300
89262,0
72247,0
82045,1000
44757,0
82881,0
39784,35100
63695,0
33281,30800
45414,0
55224,12500
43667,0
79272,75
46176,0
43536,25
85759,0
73452,0
41377,6300
6635,0
54937,425
89847,400
63285,10925
27571,25
63052,0
27468,0
63424,0
85779,0
60111,0
52966,0
74436,139000
4117,0
77694,50
89943,92000
64773,0
45794,0
76469,0
28821,0
76841,0
58600,25
84454,0
18973,0
75111,0
71124,-250
47085,125
84114,50
29138,0
65209,0
91890,0
28757,0
76337,16000
12280,5100
66107,0
47600,0
8144,33000
65923,57000
45919,0
26154,0
46408,85275
34492,0
71703,725
18235,0
65755,175
74580,0
68222,0
43851,0
12655,3600
81625,10550
56094,0
79536,0
83448,0
17321,0
63891,1600
67338,1950
67462,25
43274,7400
66622,0
89351,14800
24422,475
10370,0
13718,0
17633,0
64760,0
46309,0
65963,2600
38802,0
73941,0
56398,0
58189,0
69125,37800
56793,0
60511,0
43740,0
41805,0
5289,8000
55189,0
26310,0
37673,0
57606,0
18513,0
38038,0
75062,50
88328,0
55638,0
69346,0
30759,-1750
1104,0
78113,0
75751,0
71298,625
7357,475
27014,23000
49309,0
3787,0
12884,0
12942,22000
58388,0
61931,450
65222,0
86527,2450
74983,94025
86896,0
53929,1050
24466,0
48136,25
49037,0
3668,0
81614,0
77689,0
54333,650
52295,2700
74587,0
51730,8750
41961,50
15583,275
52796,0
3968,0
55777,1300
87588,900
9264,0
41585,0
33714,52500
35446,77000
32753,2100
40346,0
77158,0
42624,0
89241,0
26630,1400
9862,0
6425,0
37901,0
380,6000
78503,0
55454,0
41191,0
70979,0
8285,0
3392,0
61366,100
35315,200000
12835,0
19008,150
15498,0
10769,0
60644,0
7781,0
9945,-25
14521,100
40835,0
82422,75
86506,0
40918,0
48458,500
19167,0
62129,2600
89962,3700
78482,-4400
19980,16500
39576,9750
5231,0
1573,100
5357,0
19999,3000
45469,0
19267,0
56081,175
46730,0
27600,0
39881,0
80370,0
87033,15000
60265,0
3402,6300
28261,1300
72948,0
60967,55200
4391,0
3577,125
62835,50
73972,35500
63793,53500
3684,0
80612,0
84392,0
18955,0
48132,0
22727,0
49276,75
41414,0
71766,800
16835,0
51887,225
63264,375
27396,0
58371,14025
6055,0
16859,102500
49114,1250
44070,1725
6410,175
74663,25
19053,0
77851,50
41176,0
3334,0
20042,0
11079,0
58709,1400
79090,9750
59000,0
3519,50
32173,5400
17128,0
36983,32500
32350,0
86906,50
82890,6200
70770,0
16810,0
7697,225
11612,0
45980,0
12293,0
64122,0
66604,1000
13883,50
81054,0
38414,7000
51283,0
21518,0
53672,0
84615,125
71900,0
36090,0
24745,0
33448,16200
62041,600
4760,0
7285,92500
91282,0
49766,17500
1275,0
90340,25
25092,0
46278,225
58200,6000
19935,425
26036,0
78084,250
83081,0
25301,3400
10079,0
23312,1075
8432,0
16004,0
9348,-1200
20411,0
35971,0
52662,62000
51692,975
26208,0
80825,0
55843,0
25887,6000
12413,0
54039,0
6516,200
68380,31200
37267,0
27656,325
30124,25
67102,0
68279,0
19688,271000
9331,225
53510,1000
23986,100
84838,0
37960,82500
71684,41000
32365,0
88380,200
47868,0
64168,-650
40895,25
91020,50
74158,0
60211,0
56773,0
50481,0
32305,15575
21909,0
66098,0
80865,25
42981,25
87010,8450
75258,0
74893,0
64490,0
20175,0
37902,3800
36528,475
84955,0
4840,275
61757,4200
87323,0
74061,0
66881,0
21522,0
76033,0
81560,0
77680,250
5579,125
90074,0
86237,50
90166,1250
80706,2500
43708,0
72556,0
32147,25
47948,0
35877,50000
33130,0
89485,0
68656,25
52022,1250
62053,25
16357,0
6175,75
75442,0
22346,75
25049,0
80755,0
15574,275
16619,0
28763,125
77191,0
70283,0
39762,0
76574,-8900
41974,0
10488,0
40316,0
2368,425
30934,0
65863,0
38878,75
35168,175
21575,0
27138,0
78858,-200
45148,0
43934,0
67538,0
25351,0
61548,0
43056,0
47882,140750
39639,100
36326,0
33792,0
12794,0
56124,450
53681,0
52687,23000
6030,0
80740,50
61687,0
76279,875
54614,2400
73779,100
23295,0
44880,0
82551,50
44816,375
67938,75000
35423,0
44814,0
47066,0
57897,10000
3667,0
44746,0
28817,0
48068,0
27613,0
49466,0
24582,2000
8028,0
46190,0
51699,0
50361,25
37743,0
58203,0
6751,0
47966,0
85578,14500
74194,175000
25963,0
23919,0
57750,0
59491,0
70088,0
65324,0
66494,0
82366,0
83644,19050
40771,625
14170,0
6832,0
74076,0
82327,0
23261,0
59449,230000
51046,3300
8250,200
75183,50
13121,0
47575,0
12159,0
61050,4600
7918,0
40907,19525
85177,0
48586,325
91077,0
82156,25
44213,0
42862,2925
4719,0
10484,0
16700,0
62059,0
19075,3200
50413,17525
8423,125
24668,0
85248,0
40057,0
39410,0
60605,0
62044,0
63923,300
78121,0
71356,0
58477,0
57317,25
33695,0
18114,0
24294,0
60787,0
28034,0
59845,0
16243,0
40812,0
84943,0
90068,1450
77153,0
79941,325
81695,0
16234,0
67189,0
37232,1200
87467,50
65349,25
40385,0
79633,850
40917,1000
76683,1500
84965,0
37399,0
70470,1600
34573,25
20803,0
10548,5000
3850,1250
54135,50
56545,0
77691,550
79788,625
46871,0
42012,25
80836,0
37105,0
21626,0
27489,14225
20149,0
48336,400
36098,325
1795,800
53441,450
54459,0
40031,0
84622,0
10016,0
17753,0
56840,0
88632,0
32539,0
23028,0
79761,6750
34033,1850
79372,7150
78700,0
6157,0
35328,25
23040,1300
40660,0
16033,50
2162,0
169,0
26176,0
55141,0
54311,0
16248,0
83159,725
75731,0
79310,200
23400,0
45157,2800
73235,0
50595,0
61201,0
19237,800
91069,20250
3907,0
37134,0
12376,0
73763,0
68262,0
49167,0
8111,900
84000,875
1929,50
37198,0
7782,25
28842,0
84342,0
80098,950
78492,0
4109,900
34060,62000
82607,0
36813,50
30565,0
84982,0
90493,0
86801,79500
86744,0
67857,0
19101,0
70284,0
31918,74500
72778,262000
78744,3800
43143,4000
77789,0
41100,25
51803,0
68758,-18750
65765,50
56521,12050
35331,0
76353,175
35941,8200
12474,200
12330,0
86983,2600
27194,750
8055,25
37545,450
90302,0
56214,6500
11355,550
37262,0
13198,2800
46961,25
54285,25
49194,0
75619,1375
78076,2550
42515,2225
33840,0
69364,25
69961,50
39323,850
10622,0
28670,0
10891,0
59956,3200
12850,525
65790,1000
87494,0
80570,900
56176,0
1732,0
7299,50
66151,100
74692,1550
90587,-1700
46902,0
76729,0
30215,350
13106,0
32661,0
29374,0
76319,0
32422,0
16799,0
61929,-14000
7881,0
44730,0
85866,0
70203,1700
78775,0
59907,45025
24138,0
1028,7250
18883,0
2326,375
12876,0
64639,0
47568,132000
47409,100
89681,2300
73238,0
6531,0
6200,450
50739,-575
5584,0
85039,25
54451,1150
68755,0
75035,0
88729,50
36837,-31775
91546,0
17621,50
55996,125
72033,0
51593,0
86526,2450
30033,0
17558,0
86920,0
6492,200
48800,0
74300,2425
55262,0
82887,0
41269,16500
80880,0
23224,250
18044,0
23362,0
83891,-1950
49989,0
84634,0
21154,0
66651,33000
21782,0
65736,0
30205,0
43365,0
73253,0
60287,0
3753,100
74597,0
27246,25
52728,0
91426,0
48100,0
88258,0
73852,0
10489,0
4149,900
91688,175000
58850,0
35530,0
87358,0
21189,0
1730,3500
20311,0
63276,50
68175,0
91318,0
10266,0
78780,0
80013,50
4270,0
58793,0
71292,40000
59468,13500
64558,0
82146,0
62422,-26000
86516,0
21423,25
47810,0
42633,0
39175,0
19355,0
72747,0
69348,0
64894,5000
21107,37050
51902,0
51322,0
56750,0
3910,0
19208,0
58132,0
27655,325
42599,25
34099,9250
76246,0
21991,50
43615,0
60394,0
43613,0
100,50
77739,350
28718,1750
13375,0
30797,0
25085,0
42027,0
37755,0
10673,2400
51121,0
19086,400
42560,0
51035,0
54726,14800
86664,0
37480,0
88388,0
71946,0
30093,725
43791,0
6454,0
38810,300
30064,157500
35169,150
35614,175
40000,255025
50456,0
7108,0
50447,0
87202,5650
85957,21500
43618,0
43079,0
66108,1750
5128,0
66907,0
88305,150
33586,25
28704,825
73471,1400
45330,2550
69070,1275
90824,150000
23969,0
43850,2700
5654,0
28982,12500
91089,95000
70262,50
75863,50
59275,12000
57616,150
4730,10500
28901,3725
86873,2300
86598,0
23223,0
14777,950
85675,21275
22472,0
83553,0
70261,50
39362,0
81715,0
45785,0
83952,0
45802,54000
86316,0
78427,1600
86260,0
53449,0
11633,300
6696,375
85660,27000
83932,0
397,0
36519,50
57586,0
65227,375
2152,0
51573,0
38151,0
47664,0
59401,0
38059,700
9020,0
14853,25
14005,775
59828,0
35752,0
23629,0
12819,0
56744,0
25980,1025
91828,25500
28185,0
1693,0
65136,150
88953,200
56086,5250
17114,0
88482,0
21923,3550
71842,2500
14921,3200
82363,34500
72570,21025
26160,100
14897,250
13900,25
11684,0
71086,0
78089,25
38733,100
53913,21000
74337,0
21156,0
62340,2850
91131,0
56674,0
58727,0
39330,0
72523,0
82239,-75
50942,0
20814,325000
15337,0
69629,25
62090,25
10607,210000
50278,0
3574,325
41645,6600
59782,0
72060,0
3630,50
33843,0
68463,2250
60483,0
69118,0
31564,0
58813,50
65129,0
36044,0
26742,75
78965,0
51518,82500
49523,0
12444,0
57350,0
69754,175
13386,1100
89812,0
36121,75
60072,0
84466,100
59200,10500
52058,0
74353,0
3638,31000
48324,0
67709,1650
78677,50
50351,0
38920,300
61559,0
87603,48000
83698,0
57896,10000
42523,0
77349,0
78357,275
87277,0
1748,25000
80614,0
10590,1700
14837,0
51652,0
67231,0
51859,0
87649,0
16495,0
26680,6100
30010,0
46782,75
68208,0
87545,0
55639,0
31854,0
42297,0
74126,775
54661,0
43916,0
35570,6250
43822,0
25083,0
26394,100
48148,102500
26063,0
41024,175
33972,0
62752,0
80155,5000
7645,0
64596,0
47283,150
25426,0
70091,25500
82158,0
43979,3400
594,-475
33279,0
66139,50
78309,0
70381,0
62511,0
21419,0
67812,167000
72251,0
24253,0
65027,29500
23873,0
1367,7325
83169,0
87822,28050
54870,0
35991,0
37219,0
24675,0
56979,0
46846,0
61862,2750
54314,425
38989,3900
32558,0
22041,0
21416,0
55468,0
38547,0
59679,0
51495,0
36263,275
31882,0
33829,200
48883,350
77772,0
37695,-10950
44067,0
54791,0
39922,0
52373,0
7227,0
9559,200
81785,0
61519,0
40154,0
53930,1050
75431,0
4776,0
40786,0
83827,0
4344,1625
80507,7750
14451,0
16964,50
40399,0
88966,1425
83880,0
81795,0
50653,100
85811,0
35347,50
37744,36000
55672,0
43168,0
89616,0
82244,0
19785,200
38805,1000
74938,0
804,89500
29307,50
61509,0
45656,25
53343,150
86981,450
86554,3250
70488,0
1435,1225
86435,0
21480,1700
17867,475
33616,0
11823,10500
36688,350
825,0
9083,7500
44792,135000
90194,0
40,2900
1637,0
70616,50
81858,0
28958,81000
90470,0
3903,275
5701,0
45778,0
51089,25
84451,125
49200,0
90571,0
79581,0
83562,0
54685,0
30127,0
28649,0
78884,0
77263,0
75197,0
56924,0
60882,0
16161,-125
42425,1700
42539,0
52699,1300
76890,0
46343,0
8029,175
47753,0
58502,0
3914,125
64476,400
28256,0
76444,0
43325,0
75644,0
31781,12025
83753,0
8170,0
524,13500
10287,0
56578,0
2695,0
13277,0
65017,0
19131,0
54345,0
69431,0
26373,0
77719,0
31607,2425
29613,1550
144,0
69575,0
64921,5725
70648,0
31101,0
79461,3200
22671,800
13962,0
21026,0
61874,3500
9933,0
41579,0
21783,0
90017,44000
6646,0
9661,0
38576,0
41564,4000
54093,325
25100,5750
78417,0
87430,0
25958,0
64952,0
8427,4825
16658,0
52359,0
54720,200
73431,0
41305,0
33363,50
28254,0
17918,4400
15590,25
13819,0
22664,0
37776,0
48563,25
26618,1200
25515,275
70036,6875
15240,4050
12754,0
8300,-1900
79355,50
49184,0
68062,7600
82466,0
74646,0
32656,0
27282,0
31925,0
38568,0
31668,0
79001,12500
44165,0
82923,0
60608,0
23878,13500
4471,0
60604,0
23519,800
29550,50
88191,0
51416,0
31681,6300
5324,0
21541,0
85158,550
24894,750
79723,0
16616,0
90439,0
87744,0
62691,0
23266,0
85970,0
38191,0
19329,0
11379,0
24874,0
33745,0
50979,50
17790,0
31115,725
85467,0
17716,75
21708,0
72137,0
71595,0
41154,0
30291,-175
91806,0
14443,125
81370,0
23347,0
45211,950
5138,0
661,0
84586,0
83228,20000
34622,0
4557,0
11938,0
27164,74800
81562,0
33781,0
