,EFINVA
78297,50
82666,0
17266,25
59653,5400
44306,0
16667,4050
16888,3400
53080,0
3092,100
37072,43000
79824,0
65078,50
91466,0
61612,0
63601,0
44307,0
34490,150
89652,18000
88275,150
54893,0
60789,48575
18152,0
1273,0
8813,30000
16693,0
10665,0
83757,0
34707,500
64254,24000
83864,5000
89678,6500
13999,2300
92226,0
64253,24000
250,0
89897,0
10657,4900
37138,0
35576,1525
52988,66000
2229,0
45376,50
31623,0
87288,0
59690,25
9886,0
18653,50
36658,0
36427,625
76713,100
71995,0
23610,0
17733,0
35777,0
48896,0
63836,0
24625,0
46187,0
81120,0
3297,150
74654,0
32562,0
54697,0
10311,25
22088,0
12973,400
75708,0
60142,0
23818,16550
13706,0
66117,1900
70573,150
71498,0
20740,0
40364,0
31184,350
15780,0
87497,0
87554,450
57145,0
36137,0
57626,0
33931,3300
71151,0
38481,0
90521,0
70069,425
32005,0
85717,0
15279,0
31339,0
43249,0
64932,0
12929,25075
38384,50
86674,0
81330,0
59341,500
79403,3300
50871,0
29378,100
38176,0
26270,0
34454,0
10298,0
16617,0
90497,50
36684,0
10048,0
47490,825
87764,50
35940,8200
67984,0
48565,25
41571,0
52507,0
45660,3700
39324,0
43524,0
77389,0
23401,0
82517,175
62503,0
34036,4550
1004,13000
13638,325
91599,52500
42797,0
17725,1150
54375,125
41059,0
23262,0
27465,0
77026,0
49522,0
1623,250
41102,0
9127,0
73371,25
82583,75
8904,0
8406,0
9107,0
869,1600
46991,1350
84809,50
57403,25
21539,0
16765,325
85451,0
90918,0
16691,2600
11453,0
12240,75
91714,0
17135,3725
20262,0
29226,0
27231,125
82711,0
39567,250
61837,725
32485,6500
48959,0
84924,11500
62030,75
14103,125
27428,0
34713,0
42512,-325
6871,0
48639,0
55567,39000
72407,300
79979,275
54196,0
22260,0
53034,0
25957,0
53689,59000
58383,0
84223,3700
5885,0
19732,0
11209,0
50076,0
6857,0
71299,550
4637,13550
18100,6700
19099,2225
6970,1250
80435,0
66481,50
88972,0
622,25
35058,0
21701,0
84387,50
60647,0
73909,475
16550,7300
44257,31000
49301,0
59553,0
50264,0
26109,0
89699,225
74955,0
53256,150
48127,0
44347,0
61553,0
87102,0
2216,0
56857,0
191,75600
25304,-625
17962,0
88221,1800
32213,0
75689,0
13747,0
56422,0
49801,0
16529,-1700
21066,0
75467,0
64446,0
44286,800
54123,1800
69379,36250
68640,0
52513,9000
69762,0
47876,25200
82203,75
49875,0
91001,2400
10705,0
36255,0
11632,300
19090,0
36067,175
1118,2250
21562,2050
64943,650
8754,0
42200,0
36330,0
29051,55000
30320,0
73853,0
83520,0
53359,0
58309,0
14675,0
58127,47025
85881,0
14439,300
29510,0
14881,100
5814,0
48245,300
23643,0
62181,0
27744,3000
51650,0
51126,0
32940,0
58810,0
60135,2000
27586,0
62591,1000
80542,1800
46226,0
70353,8000
75078,1400
65555,0
50637,0
24622,300
71233,0
87911,10500
8031,3900
42902,0
42264,6100
70849,0
32899,2000
24129,0
21659,300
60028,0
79534,0
14394,0
6837,0
42451,0
52630,0
8443,0
64496,0
25985,800
72176,0
6917,0
22221,0
74661,25
34612,0
71889,0
82541,0
67033,0
16085,1650
6632,0
87936,0
26649,0
16652,2200
41431,100
19714,0
19042,80000
62430,0
86424,0
81278,19000
42629,0
77534,0
24303,210000
67488,3550
10339,0
2261,475
53436,0
72668,1650
68143,29700
87426,0
73301,3500
41787,150
13852,0
8956,0
5410,0
73335,0
59078,0
37063,0
7629,0
45790,25
73353,11000
60584,0
90670,300
65759,0
40595,1625
34621,0
33196,100
91178,0
53031,75
45668,0
73544,55000
72128,0
13500,0
3535,0
18781,150
17409,0
27139,0
8319,34300
88997,800
59693,0
83312,0
14637,0
47286,0
69836,0
69386,0
82680,25
22094,0
83462,4625
26508,15025
78927,12500
73177,175
33287,0
13084,0
30429,0
31498,0
67277,25
64758,25
50898,25
6581,0
33032,0
67504,1100
62638,0
30874,50
28513,0
46513,0
68551,0
4489,0
2739,51500
45248,0
68774,350
85512,7750
50734,0
15793,0
9011,0
91848,0
5929,0
84659,0
2724,925
12219,0
25264,1350
46805,3800
72565,6750
12394,0
65961,0
4328,100
44161,115000
37622,0
23790,0
60257,350
53695,2300
32278,0
82648,0
86155,0
67417,3100
67755,175
89199,0
25327,0
49288,0
32594,0
27197,0
71702,725
71884,0
16503,5675
69941,5300
15178,0
52574,25025
2992,1025
36709,3900
81742,0
55794,0
29646,0
45613,0
31091,0
24915,2200
61061,325
16372,0
52074,0
76217,575
83363,0
64419,88000
80494,0
2231,0
9458,0
11483,0
83473,125
18388,4150
70632,0
75812,0
79934,-5600
75574,0
7452,5250
83486,25
3790,0
37085,0
52009,0
67095,25
6550,0
26159,50
74280,253225
20900,0
64929,0
86751,1150
15612,0
52289,0
17804,4450
74137,1800
44037,28000
61657,0
79490,25
91366,0
85368,6175
29239,450
15721,0
89391,25
30274,175
11930,0
42879,7050
85100,50
32545,-100
42077,0
74769,0
89419,9000
32231,125
88504,125
68964,0
91037,250
64751,0
529,0
14788,190000
73680,4400
56639,0
27528,154000
23417,0
84705,0
58358,0
82071,7750
86319,25
78313,0
48390,0
68601,0
39239,0
18761,0
71640,0
33466,100
16522,0
24617,0
23776,0
23673,400
79699,0
4427,0
83613,7000
18499,0
24784,0
60486,25
90391,0
76864,-1300
23056,7350
45869,0
4177,0
19728,250
68232,78000
21319,0
37330,65100
47856,0
49910,9000
68744,0
34572,0
57193,0
57535,18525
75875,2025
84089,0
78030,0
19931,25
31495,25
81169,310000
19163,0
70549,0
80908,0
52303,75
85850,0
8222,0
84203,0
86622,0
52174,0
4039,0
68011,50
48207,0
73332,500
12926,0
52825,0
35915,25
14470,325
25320,0
42036,0
7406,825
70929,0
5985,0
31159,3050
77137,46000
81856,0
22076,12500
15005,0
85208,82100
22974,100
4385,250
16997,20500
2116,900
56747,25
67034,0
2576,0
87344,0
73723,25
51376,1900
12567,0
19165,0
40136,0
52835,550
72809,0
36065,0
59311,0
46216,40750
36147,0
90527,475
22704,2950
70129,0
26983,0
88465,0
33002,625
8525,0
7457,200
26073,4100
13542,0
2787,0
38913,0
60803,0
92063,41000
73682,18300
23280,0
66346,0
2044,50000
48081,375
71275,0
34416,7750
20487,0
58726,0
63834,0
71554,50
91134,500
88498,0
26900,0
80555,3625
20269,100
31369,0
14316,0
62664,150
71291,40000
62859,0
17832,125
54971,0
15588,25
48471,2175
39721,1300
61026,5900
8749,0
61420,-7250
48063,0
55964,0
56446,0
66989,3800
36112,50
4545,725
13859,25
12130,1600
14484,400
20677,50000
21837,-3300
19190,6200
67002,0
43452,950
81962,0
51304,0
5301,825
46457,25
66447,0
40050,-6250
10707,0
79859,75
89007,0
62024,0
29809,21000
21907,0
80289,50
39591,0
15553,-1300
58603,0
14872,0
14279,1025
32462,2300
57420,1800
13863,0
87754,0
89991,0
63750,275
46315,0
33345,0
34606,82525
82651,0
68186,0
40421,0
36721,0
54230,5850
18207,0
39053,0
30517,350
89948,475
30757,0
45402,625
52634,-7000
75047,0
20289,11700
73117,0
74178,0
8756,3100
82017,0
29649,0
71838,0
61517,0
44656,0
11913,0
39612,-3125
88284,325
53461,25
64665,0
13672,0
14148,2900
23774,0
88888,25
74835,0
91019,6000
75497,0
22682,27000
11811,50
212,0
82756,0
1492,0
63086,0
36781,850
82833,0
28278,2700
7907,0
88704,0
10140,0
52457,16000
13458,21500
86502,25
8510,0
26450,0
45296,0
38058,700
16719,0
39631,4900
27583,275
26862,275
90536,0
55487,350
86142,19050
43199,1050
48298,0
77346,50
73373,7300
78877,14500
63845,5400
47330,25
64138,10500
91667,0
41614,0
85933,0
79087,0
89578,0
45124,50
59961,24500
48858,0
12805,3950
30022,25
23507,600
59882,0
81226,0
25165,0
75471,0
62600,0
3705,100500
23094,0
81578,92500
16271,50
27093,-4500
52033,6250
69828,0
58530,0
3613,0
43348,0
6988,50
35526,300
60948,1850
29194,0
56985,50
56318,0
51908,0
45714,132500
54740,0
30004,0
75732,0
47642,5100
39264,0
58209,1600
18443,0
25667,60000
32694,0
16659,0
40440,0
83988,0
51962,1525
77282,0
53452,225
12059,60000
5312,0
45690,0
35283,875
20,0
83082,0
37989,0
84828,5950
45177,42825
26880,0
22542,0
19968,0
15159,0
11817,-4100
32288,25
62977,0
5531,0
79233,0
33540,50
17139,0
19932,25
71708,0
1714,0
4426,0
54389,0
50858,43025
14250,240000
26626,25
48922,0
45373,0
21365,0
13340,172000
34216,0
14534,150
46552,0
85804,0
63957,50
71438,175
55748,0
79792,0
53794,0
82392,0
82702,0
26147,0
21317,0
74399,0
76191,0
69154,7625
67017,50
32662,0
27260,50
82805,200
4542,50
23482,200
36078,0
785,25
45006,725
12583,12500
57269,0
27158,0
51108,50
52015,50
63146,0
11441,1150
13314,50
40688,0
1318,250
85479,0
30525,225
85117,-50
38171,15500
65273,0
43501,4300
48874,0
4247,75
52543,0
25386,400
40576,0
58559,50
62868,5625
6249,525
30693,101000
82362,34500
18215,2400
37016,0
10626,0
18320,0
77058,25
9378,400
30473,0
45098,0
67664,0
3175,0
33048,0
86765,52900
10937,0
52080,0
86148,225
1397,0
73439,0
37141,0
24996,50
37537,0
84980,50
28180,0
21594,0
52063,0
72008,5000
21694,0
31504,53000
82824,0
35155,0
88996,800
61223,16650
65347,25
65819,0
79639,0
68088,0
34559,0
82811,0
71402,95000
80977,225
77999,25
49297,0
15098,0
91742,18800
27534,0
47081,50
76029,0
91569,0
39139,2900
67138,550
18332,250
20698,0
1898,825
9236,0
1715,0
18932,525
44190,7200
14735,0
76297,0
38929,80025
87778,775
59386,0
84730,150
37444,0
67818,0
76873,4700
50943,825
52764,0
4363,400
82008,17750
50509,0
44620,0
62432,675
12373,775
59850,0
41832,0
62076,30000
45506,125
54076,0
22695,25
65618,0
9819,0
37584,0
21592,-30800
41472,375
22528,950
26870,0
6151,3100
29016,0
83702,0
50757,0
48256,50
82778,0
57583,75
84504,1500
23930,0
30221,0
57609,162500
88023,0
86045,0
3466,0
3612,625
56241,0
3538,25
4787,4200
62971,0
31774,0
72893,0
14365,0
70423,4450
54175,0
20242,0
31620,375
10969,4500
4672,0
8228,225
83273,0
13870,-1400
38702,0
18043,0
66674,25
55395,450
30328,10000
7162,225
40596,1625
29913,0
76590,52500
89479,7000
11628,0
57515,0
3045,62500
62750,0
27077,0
88674,750
55216,19575
80823,0
38636,0
86561,0
70177,0
68936,9750
50395,0
67689,0
35768,0
23741,50
78960,350
78925,0
36596,0
17234,0
20569,25
67314,0
38245,525
12783,75
813,50
2017,150
20378,0
35125,850
9978,0
9825,35500
39240,200
24608,0
64746,0
37027,0
40415,0
55142,0
30491,0
11697,0
37579,0
20826,0
22689,525
29013,7750
79308,31000
78797,0
35894,0
35197,25
53474,0
28601,0
41425,0
45044,50
44133,0
50520,-3500
28297,0
64269,0
61799,200
36487,0
48497,0
41693,0
76165,175
52227,0
41918,25
6417,0
5743,0
18182,30400
66382,0
47441,0
51158,0
79460,0
3775,650
53684,5500
6322,27000
10439,10500
81745,0
91033,0
6636,0
26098,-2700
25673,0
42570,0
91146,7000
61466,0
81809,0
65066,0
61166,49500
69653,5900
1641,3200
75215,0
34629,1525
47289,0
2833,0
70582,0
41819,50
41378,6300
46336,0
86328,0
30620,0
46464,0
80226,550
33564,2700
13123,0
35770,200
56608,0
3432,0
90288,0
15939,0
75103,0
66888,0
51862,0
73868,50
16486,0
75865,0
70699,3400
73330,0
23376,100
60734,0
59869,1050
77243,0
90596,76750
87425,0
86861,-2400
57217,0
82474,0
70184,0
82444,25
90269,0
87369,0
49463,0
92031,0
32659,0
60812,44000
74566,0
71036,0
91240,0
22414,24800
14636,175
4681,0
20232,500
36660,0
44866,4175
66070,150
31807,0
80389,0
46292,-11500
20683,0
35785,0
88839,0
23166,0
49258,0
7551,-13500
43559,-6750
16310,400
70026,25
90618,400
75377,0
83958,0
45305,50
38289,0
71283,0
51437,2800
6482,0
1543,0
46530,0
50930,75
50004,0
44475,0
39630,150
11429,0
79120,0
13037,0
70212,0
22418,0
67731,1250
50559,0
16471,0
38242,0
42008,0
20165,300
47087,9000
89732,0
4645,0
79049,2075
74449,75
90746,0
87644,0
32732,0
43326,0
76910,0
1301,0
73175,0
49044,50
82090,0
86168,0
60689,700
48490,50
26030,0
30780,0
51122,0
72267,52000
77005,58000
47215,0
6336,0
72309,60000
27480,0
19725,200
80822,0
5174,0
65776,850
51980,0
63478,0
50773,0
25893,72000
4727,575
61352,0
41194,0
30100,200
47500,600
70430,6500
15683,0
14271,0
76512,0
39925,200
78431,0
57414,54000
1788,0
74452,0
61150,25
33716,21750
2921,0
5803,0
66894,0
65030,50
64294,1900
11751,3100
48142,0
30940,0
37494,0
17634,0
29525,0
50184,2400
60535,0
70383,50
83262,450
25129,6600
50579,0
29497,0
70122,12500
29196,0
7072,250
54680,0
73757,25
4253,725
76229,1000
63270,0
85799,0
73124,0
2792,0
10887,0
44649,0
74539,0
80174,0
33760,0
8591,0
23727,0
57613,950
38234,0
84605,0
52233,1750
5113,0
38867,0
8561,0
29750,0
31986,875
23603,0
54938,425
4254,11000
25397,77500
51679,111550
71011,0
76510,0
67674,325000
16684,100
90951,0
252,0
42991,37575
9064,50
52734,0
76605,0
41909,0
45371,425
88489,0
20808,0
28434,675
16135,-9250
39967,1850
34881,0
42444,175
26635,1500
40905,0
52105,0
69127,1500
55626,9500
35892,0
74407,0
78883,0
52874,0
67084,0
77608,0
37273,0
66594,100
69633,0
89129,0
69377,0
60633,0
58668,0
79324,0
79751,0
3257,20000
41223,0
13929,475
9406,0
42374,3600
15731,25
21673,0
34624,0
2392,125
53849,5650
90814,2900
69400,375
70330,50
65077,50
71820,0
92211,2200
50546,26000
51667,0
74751,225
59284,0
26867,0
65276,0
51491,0
56667,0
55802,75
8169,0
29880,0
52971,0
61705,1000
70290,0
28081,0
23721,0
84503,1500
46125,500
48919,25
83050,0
33824,0
15859,200
2032,0
63364,0
37619,25500
14842,425
54955,0
89600,0
12490,0
44720,125
21962,0
47118,2175
54616,125
61196,0
3099,0
73603,0
19107,75
60227,14500
10593,1700
32779,-2200
8123,0
81777,875
53295,30050
16125,1325
29545,50
61419,25
35271,0
22004,1900
12265,96300
79142,0
52204,0
69639,0
5087,0
71179,425
14474,475
86300,0
42322,75
87459,0
24886,1550
9594,0
80580,50
67825,475
21581,475
63303,275
84187,-1850
32864,0
62348,1550
15467,225
21613,1050
54179,250000
69913,0
43016,0
39874,0
22686,725
44266,0
35916,25
15833,50
90193,1550
64532,0
24423,475
67333,0
54666,5775
42107,850
76652,0
9015,0
33005,0
5787,0
63972,625
15978,500
63315,25
30098,200
70940,2175
47073,10000
4729,0
68401,0
78865,0
2447,0
5208,0
71516,0
31464,0
19898,0
26625,0
86725,0
45331,2550
6085,200
8562,0
44685,100
32613,0
49294,250
46102,350
22880,25
39664,7750
6562,0
15799,0
83735,0
79026,1300
65760,0
52017,0
20970,100
22164,50
26509,15025
66311,0
3934,675
27929,0
37677,0
87679,0
33771,0
78952,14500
55393,0
80635,0
62147,0
86722,0
67060,125
27742,0
18090,350
37936,1950
51353,2500
77305,3200
23179,50
22190,0
10249,0
35669,0
51984,0
45339,0
50801,0
24413,0
28673,0
87631,100
54429,875
27261,9500
46089,0
90714,31825
87901,0
80741,0
84279,0
84832,0
31914,74500
44817,375
27585,0
8817,0
27535,0
15404,600
14416,25
13265,0
2220,0
55294,192525
45391,675
40749,7400
75200,0
23845,0
7424,0
36009,55000
79482,25
14508,0
76818,7600
2670,0
63631,50
44483,0
36390,0
89739,0
28822,14000
43314,1000
87400,100
72920,475
86444,0
22706,0
24544,0
34514,50
27181,0
45306,0
90768,0
20402,1075
65454,0
22102,0
30486,0
6822,0
72817,18000
78040,0
60205,2100
66279,0
57827,80000
48501,2700
29317,0
11677,0
38932,125000
27101,0
62778,0
63156,0
25420,11500
86999,0
42756,300
5846,13500
65064,0
39802,25
1156,0
35955,0
84455,0
88335,3000
56107,0
87240,0
3521,20200
64321,3400
25173,0
55657,50
36869,-975
90104,0
40657,3200
37825,0
70354,14500
75088,127500
73854,0
70432,0
24193,0
26435,101500
42575,1900
49433,325
54915,0
43453,950
47866,165250
67315,0
34306,0
22138,100
22345,0
44283,0
12439,2850
35344,0
5050,0
19807,175
60994,0
8454,0
31849,35000
43400,0
24766,0
32572,0
4996,0
31794,4500
18547,0
39095,70025
5543,0
8318,34300
21489,25
17671,8600
34781,0
64350,0
20094,50
78045,0
30466,0
47251,0
32338,-1200
11451,0
64594,8800
70586,100
666,0
23813,25
5592,0
404,17200
16730,0
26736,0
69849,32000
51756,13500
55713,100
45967,475
69260,2350
69502,0
10668,0
64105,50
34348,0
40493,0
22956,0
36752,2500
25903,0
24763,0
74379,18000
70013,0
55231,0
86876,0
83223,925
58361,7250
41210,0
50273,0
64404,0
370,0
8492,50
41793,0
75592,1600
82493,0
33015,0
22952,10000
45536,0
73872,0
13709,0
86675,0
23874,0
29158,50
21766,575
23439,13500
88532,0
17999,0
66172,125
36318,0
54895,0
15463,0
81875,0
91951,0
34798,0
38153,0
13229,10000
72753,0
76723,1400
9235,0
20851,137500
18907,0
16057,13750
69930,275
70525,0
92185,0
44217,250
29501,0
51743,0
53747,5150
9633,150
8595,0
54822,0
54724,0
82563,0
34948,0
27855,0
90392,0
67550,0
75516,0
70170,0
26395,100
7485,1000
59308,0
43251,0
76157,0
5703,0
57268,20000
26263,3125
36674,0
43179,-10000
53903,0
51992,0
14487,21000
7641,0
29941,0
51723,0
13283,425
25142,0
85426,0
23545,0
14714,0
59114,-2100
39771,48500
85120,0
36618,0
724,575
52072,14100
5491,3900
35245,0
26401,2100
69278,0
15068,0
63403,0
34195,0
19744,0
87883,0
85080,0
83971,1400
63703,0
45220,0
11134,0
80298,80000
16325,12500
29599,9250
73678,1800
32186,0
52335,425
73796,25
51776,375
26533,0
9045,0
19034,0
69410,0
73994,0
8607,8300
25236,0
46260,0
78369,0
82576,0
55807,0
73741,0
76409,75
88970,0
26151,0
39203,225
55098,4450
48306,24000
1853,0
31796,97500
82,100
46639,0
31808,0
80764,0
64010,0
8430,0
42813,2025
2524,0
17308,450
22574,0
12053,0
3295,0
80471,26300
27102,0
12614,2925
33348,430000
82242,-1575
62624,0
34979,-25
55879,0
92273,0
20828,0
61794,0
52552,425
56769,9375
64707,0
22456,50
18931,525
19278,25
88122,0
17088,8500
90460,4625
17934,0
346,500
6414,0
23949,0
57119,50
51893,0
91236,25
47376,0
15389,1350
85555,0
11743,0
64244,19200
81770,0
14087,13500
36727,1050
56867,100
48708,0
20382,0
57746,0
25966,975
39938,4700
67420,2950
88324,0
18729,0
14132,0
59463,0
13169,0
20862,0
47236,175
56268,325
65924,225
12607,0
40573,4100
67511,3750
10568,500
3536,25
48656,11300
46540,300
47809,0
72600,0
19206,800
15981,0
14854,125
55327,0
49479,63325
71700,850
42857,0
67760,0
26690,0
68458,0
35012,0
33790,0
45609,0
52567,0
66555,0
86170,0
70689,0
46670,0
21242,0
58269,0
78968,0
28286,0
67238,0
40809,125
31459,0
45291,0
9300,0
19800,0
46002,1850
41030,0
14715,0
59834,0
68438,300
2381,29500
39982,0
72498,4200
57529,0
59772,250
33877,177500
59276,12000
31836,205000
27883,0
83460,50025
40506,0
15058,0
20713,975
78755,0
30169,0
86525,50
64157,425
73383,625
30395,3400
1917,100
40320,0
9037,0
482,3000
36704,0
76104,0
36829,0
28098,0
23522,0
37966,0
13727,0
78594,6000
90186,0
11285,0
49183,0
91100,0
7992,0
77543,0
37586,31000
13642,26000
40449,1425
85018,225
39763,200
72166,50
20316,0
86307,17250
46196,0
66025,175
83124,0
2460,0
52701,1300
32252,0
51069,-5500
91579,0
8788,0
26666,0
71604,4750
42433,0
26421,0
25838,0
71968,0
65107,50
5472,50
1201,0
57641,0
32222,0
67354,0
65781,0
9211,0
40662,0
61072,75
2278,0
34936,0
44364,0
77957,72550
77366,0
1019,0
15208,450
6740,50
81756,0
89749,0
23616,175
26361,6000
72658,0
28368,3400
26511,15025
82191,0
43810,75
58614,0
1354,550
37354,2500
74992,0
53626,42000
62011,0
77633,0
47841,1150
14922,6000
8559,7825
82527,275
40529,0
26517,0
31601,0
54067,25
68344,0
27297,0
22178,0
30653,0
13707,0
79111,0
16750,142500
77902,171750
87248,18000
58056,0
88159,0
67259,27275
5920,0
4766,1500
50410,0
42735,0
13827,0
45017,9750
59300,50
65096,0
24392,0
17362,0
12628,0
55660,0
51314,0
60159,3700
42858,0
85582,425
73987,0
5436,2000
52214,1750
44227,0
81603,0
47202,0
53597,875
25103,5750
41840,0
63485,0
47398,250
24559,0
42695,75
1776,300
52285,0
8302,750
81739,0
60569,975
77829,0
53215,0
58177,0
56849,0
58860,800
83837,525
26429,0
42124,0
25520,0
72662,0
36877,0
67037,0
53799,0
42182,0
24148,0
61604,0
22855,0
44107,111325
27056,650
62854,1050
7808,75
63036,0
50130,12000
65952,0
77486,0
80451,50
88077,0
52495,500
84040,0
81850,0
2875,1475
42367,0
53169,40000
39972,0
26244,0
35003,14500
3567,0
62709,100
73457,25
28792,0
1840,0
14808,0
71235,0
6661,50
11252,0
11902,2250
35575,1525
11118,25
66415,675
83146,0
72880,0
16970,0
49971,0
41725,0
29425,0
17849,1200
80017,0
2039,25
10115,2200
45845,750
34802,0
10408,0
69628,25
55052,25
78451,0
12725,0
29835,0
4110,900
3449,0
47702,41000
29102,1100
61948,1400
84221,0
35348,50
21517,0
73043,4425
28979,0
76978,0
75001,0
38633,700
72548,0
78972,0
66761,5900
32759,525
4715,2600
25794,1575
59215,2825
61314,0
43223,1150
43931,0
10018,25
16914,0
27836,225
75346,0
37363,0
79453,0
36303,25
74963,0
75725,0
36451,17500
74855,0
75925,50
6610,0
26513,0
12528,0
71415,550
24662,71500
15598,0
7106,0
85472,100
68498,2700
42481,0
56954,950
64842,0
47665,100
24847,0
75435,125
77654,400
26497,0
28745,0
12256,0
87653,0
88556,0
12585,0
72179,0
28347,425
35727,0
5644,0
4206,2125
87748,0
27384,-2200
69395,67500
46746,5000
44872,0
416,0
51909,0
28343,0
80087,9325
29999,0
91296,1500
65764,1600
53618,0
62029,0
76231,50
63643,0
18377,0
84371,0
18808,0
87373,0
58175,0
856,3225
43225,0
87592,0
72835,0
40857,1900
30509,8150
35415,100
39268,9000
88910,0
34030,0
933,0
45040,75
82442,0
1945,125
89937,0
68482,0
66887,0
24346,0
45454,0
74899,9100
8608,0
91757,0
12958,0
72090,6200
6577,0
88441,0
25234,0
62273,0
60590,200
26273,250
34560,300
53501,0
38385,0
67632,0
32184,0
80046,0
44318,3400
55952,0
51845,75
58541,-1200
5440,0
30818,0
66115,0
57801,250
6253,0
70350,0
80663,0
49287,0
29203,0
84220,0
37762,0
43063,0
29582,0
51156,25
54605,0
60349,0
80988,0
56890,0
4227,0
27107,0
8643,0
12540,4575
50804,0
68223,0
90845,73375
57448,0
44731,0
31717,4950
91468,0
8224,0
65197,150
70009,800
25603,19650
37402,0
41461,875
458,0
24833,0
64471,0
27286,850
2580,0
51447,0
78324,50
43576,175
28504,0
22211,0
87974,0
5096,-1425
30501,375
41989,0
13753,75
30719,0
75048,0
59256,1200
71191,0
10267,0
31552,0
7636,0
16890,0
17405,0
54418,0
68075,1950
67730,1250
88507,125
43758,0
85139,10975
58005,0
15090,3550
80105,15050
77372,0
74997,25
49266,900
37199,0
62035,0
17304,0
44136,1050
1792,150
82565,1650
46668,0
33476,275
61532,375
30278,300
67966,0
20426,150
2075,0
89574,1650
40680,325
12212,0
20319,5250
78410,405000
36592,5300
25503,0
53,29500
51922,0
23853,0
87773,0
59158,0
49610,11850
55268,-3250
71812,0
69180,0
73496,0
21829,0
63955,425
80957,0
32082,25
51032,0
88809,0
90261,1250
14586,0
13402,139300
9477,4200
13888,250
36478,0
69174,35500
3592,0
54455,0
85437,3400
92200,43000
58566,0
32896,650
42326,0
79832,187500
61647,0
62261,0
72159,150
66064,0
53304,0
27488,0
26002,0
49575,0
59719,0
53591,125
3803,0
61248,0
36028,0
44725,131000
89676,36000
55245,0
23719,26000
54823,0
68586,0
44862,14000
56658,3925
61951,0
25747,0
43653,0
40422,0
46415,400
80646,0
10030,0
4483,0
23902,0
33754,50
56382,0
14485,400
7260,575
14415,0
10558,0
57686,0
44153,0
20409,0
3899,0
63405,0
26812,0
52003,1900
42934,50
35528,5975
8887,1325
15408,0
78456,0
1549,0
25416,0
45119,2100
82439,0
87658,275
32387,0
87469,50
5573,125
58420,0
70037,6875
1751,0
23999,0
16350,0
21311,-6750
57509,0
40521,275
6590,1275
64065,0
60767,0
26515,425
89615,0
54105,50
20942,600
34726,0
4386,0
10332,0
6331,0
21468,0
67217,200
58232,0
76806,50
85151,975
14560,325
84391,1450
25543,0
4094,3700
21209,0
74157,0
24516,0
27418,200
36902,200
83507,-1600
50490,16200
81372,0
41804,16200
55310,0
16863,550
60684,0
33035,0
22391,3000
50749,0
64371,50
23520,2400
42781,4100
49180,0
54728,300
72695,95000
59095,0
33788,0
55490,0
78689,300
50878,0
16566,13000
83109,1325
5763,0
44950,0
77939,-1350
75161,650
27475,0
9710,750
12654,0
14795,-2650
72748,0
55668,0
26112,2525
15992,0
48488,50
65533,2075
68502,50050
85241,50
77348,0
38917,13000
77082,0
77285,350
34266,0
26102,0
7277,0
89742,175
31725,180275
18158,175
27769,0
67264,0
88244,0
81628,10550
91796,0
32774,4800
24983,12000
74620,0
83706,0
73322,1525
80754,725
10842,0
27189,0
76406,0
18997,0
73561,0
3270,1300
13466,3100
68360,650
56503,0
15154,0
75628,0
24726,0
45725,300
89363,25
26059,0
50605,0
64358,0
44676,0
84448,0
11691,17500
4912,0
4507,4200
573,0
3290,0
49459,0
8752,275
23807,0
8395,775
90473,0
79521,0
25541,50
55195,0
35047,0
39754,0
30008,175
56165,-7300
41929,0
87922,-1550
87933,0
26574,0
80308,0
34247,4100
61032,0
20965,0
22667,25
88744,-7500
11242,0
89552,0
19844,0
58737,0
23415,0
64363,0
61646,500
21989,50
70635,16500
51031,225
37131,0
6563,250
10745,0
90298,0
81619,0
52217,-250
61555,50
30457,0
33672,450
90503,0
23330,0
24066,1575
26722,125
53423,50000
82627,0
11722,0
61641,0
36547,3600
61865,250
27473,5750
73422,0
21621,725
64849,0
38910,5900
73035,50
61464,0
41629,525
3665,0
32720,50
52345,4000
18396,11250
18876,0
89801,50
89339,0
13,200
2354,50
22534,25
75403,-2700
32106,99000
88085,1850
88252,25
53559,0
81959,2400
37735,0
12302,0
70300,0
68495,250
86449,0
45612,0
54928,0
24699,0
6612,0
50590,24000
49884,450
36474,25
74503,0
36311,0
13849,60000
51566,0
33102,250
80524,0
18838,3300
9541,12500
20170,0
39662,82500
61054,0
38863,0
88375,0
87350,25000
83338,550
28351,0
68890,0
74962,0
72424,0
21349,0
79459,25
62338,2850
35045,0
49025,3600
32809,11000
40012,0
47394,2000
33606,7250
35599,0
37229,0
3327,0
4405,0
45789,25
62774,200
8060,0
88115,0
63841,0
73242,0
11674,1650
12986,11500
12379,175
1814,350
80642,50
7054,0
4922,0
26525,3100
64164,92000
57453,2500
75960,95000
69337,-1050
10026,0
79550,3850
56541,0
79158,0
89869,0
76367,24675
89954,0
56976,0
82891,17500
40185,0
22204,0
2561,6025
79808,50
37797,150
65654,0
82781,0
13945,0
61445,0
14065,0
59562,25
59083,0
45783,45000
29292,15100
24099,1100
40886,1450
83105,1325
72476,0
87553,0
133,0
52678,14050
42579,1100
25214,31000
28609,25
90027,0
14882,100
66028,0
43535,25
4246,75
16696,0
92165,0
51544,0
51003,12025
19722,0
62935,0
25267,27500
80549,0
90808,0
28245,475
89587,0
67343,0
29833,0
10747,0
3689,0
65660,0
11396,0
81637,4500
44495,88000
53470,0
57283,0
33402,0
